Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N,Años,Categoria,Fund id,Highest Return,Lowest Return,Avg Return (Arithmetic),Standard Deviation of Returns,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Fondo de Fondos,SFdF Distributivo HY II,SCOTIA FONDOS,12/09/2020,$,819.07,0.0222,0.0343,-0.187,-0.0538,0.0104,,,,,,,76816086.42,190.0,4,Fondo de Fondos,250,0.0343,-0.187,-0.038644444444444453,0.08205773291326172,-0.17823199523872887,4.5,-0.03960711005305086,-0.0426838533564704,-0.7638994051021337,Medium Low
Fondo de Fondos,SFdF DISTRIBUTIVO IG,SCOTIA FONDOS,03/11/2020,$,939.68,-0.0014,0.0315,-0.1167,-0.0233,0.0585,,,,,,,180810325.41,299.0,4,Fondo de Fondos,251,0.0585,-0.1167,-0.01142222222222222,0.060093878819767806,-0.0593651295078034,4.5,-0.013192251001734089,-0.013507989897680872,-0.5575940604229804,Medium Low
Fondo de Fondos,SFdF Igualdad de Genero,SCOTIA FONDOS,17/09/2021,$,10.91,0.1736,0.143,-0.2236,0.0489,,,,,,,,5499805.88,58.0,3,Fondo de Fondos,252,0.1736,-0.2236,0.040542857142857144,0.1565590625004519,0.09241069501980789,3.5,0.026403055719945112,0.025574968577844803,0.03560936357694854,Medium High
Fondo de Fondos,SURA ACC. NORTEAMERICANAS,FONDOS SURA SAF,21/02/2014,$,27.66,0.1976,0.2341,-0.1909,0.1929,0.1781,0.2678,-0.0723,0.1765,0.0867,-0.0039,0.0867,98985453.57,818.0,10,Fondo de Fondos,253,0.2678,-0.1909,0.10983809523809523,0.13541944883303447,1.7354138729306965,10.5,0.16527751170768537,0.10057905209416518,0.5950330826816108,Medium
Fondo de Fondos,SURA ACCIONES GLOBALES,FONDOS SURA SAF,24/07/2018,$,15.38,0.1391,0.1976,-0.2098,0.1377,0.129,0.2325,-0.107,,,,,37674174.86,416.0,6,Fondo de Fondos,254,0.2325,-0.2098,0.07986153846153846,0.15364660660440302,0.5239501162392844,6.5,0.08060771019065914,0.06696296827770243,0.30565574675279955,Medium High
Fondo de Fondos,SURA BONOS GLOBALES,FONDOS SURA SAF,26/09/2017,$,0.0,,,,,,,,,,,,67149875.24,328.0,7,Fondo de Fondos,255,,,,,,,,,,
Fondo de Fondos,-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,106.29,0.0341,0.0583,-0.0782,-0.0117,0.037,0.0816,-0.0617,,,,,,264.0,7,Fondo de Fondos,256,0.0816,-0.0782,0.009138461538461536,0.05624844267591561,0.04926209652343374,6.5,0.007578784080528268,0.007425456352095683,-0.22355363188194488,Medium Low
Fondo de Fondos,-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,86.17,0.0094,0.0189,-0.1094,-0.0433,0.002,0.0713,-0.0733,,,,,,69.0,7,Fondo de Fondos,257,0.0713,-0.1094,-0.01913846153846154,0.056759789262224525,-0.12829142761320356,6.5,-0.019737142709723623,-0.020901564881798507,-0.7206081173564156,Medium Low
Fondo de Fondos,SURA CAPITAL ESTRATEGICO I,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,10790784.09,304.0,11,Fondo de Fondos,258,,,,,,,,,,
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,10/02/2013,S/.,140.91,0.0516,0.0406,-0.1345,0.0105,0.1127,0.0632,0.014,0.0707,0.0074,0.0823,0.0321,,185.0,11,Fondo de Fondos,259,0.1127,-0.1345,0.03339047619047619,0.06113372897162152,0.38327327287194973,10.5,0.036502216463995214,0.03138261857779612,0.18619211962483045,Medium Low
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,10/02/2013,S/.,144.72,0.0537,0.0431,-0.1325,0.0129,0.1153,0.0657,0.0164,0.0733,0.0098,0.0849,0.0346,,121.0,11,Fondo de Fondos,260,0.1153,-0.1325,0.035923809523809525,0.06128354301780782,0.41934830479295215,10.5,0.039937933789804966,0.03391459286995824,0.2270526830655813,Medium Low
Fondo de Fondos,SURA CAPITAL ESTRATEGICO II,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,19106402.08,451.0,11,Fondo de Fondos,261,,,,,,,,,,
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,10/02/2013,S/.,143.1,0.0717,0.0558,-0.1228,0.0156,0.1253,0.0798,-0.025,0.1022,-0.001,0.0572,0.0069,,247.0,11,Fondo de Fondos,262,0.1253,-0.1228,0.03482857142857143,0.06599301348865305,0.3997866637395987,10.5,0.03807492035615226,0.03254895744409647,0.19015584803161262,Medium Low
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,10/02/2013,S/.,146.57,0.0739,0.0583,-0.1207,0.018,0.1279,0.0824,-0.0227,0.1048,-0.0014,0.0597,0.0092,,211.0,11,Fondo de Fondos,263,0.1279,-0.1207,0.037085714285714284,0.06626138184162893,0.432119216203925,10.5,0.04115421106704048,0.034796995896196226,0.22331251605290195,Medium Low
Fondo de Fondos,SURA DEUDA PRIV. GLOBAL,FONDOS SURA SAF,30/06/2022,$,10089.71,0.0067,0.0,0.0023,,,,,,,,,102872989.15,285.0,2,Fondo de Fondos,264,0.0067,0.0,0.0036000000000000003,0.0028437065014988217,0.009015409999999804,2.5,0.0036061639999999213,0.003596457308930434,-5.768366982465952,Low
Fondo de Fondos,Sura Real Estate Global Income,FONDOS SURA SAF,07/05/2018,$,11149.65,-0.0742,-0.1216,0.0551,0.1873,0.0479,0.0366,0.005,,,,,729304265.74,1789.0,6,Fondo de Fondos,265,0.1873,-0.1216,0.020938461538461538,0.09214736254687318,0.11214317498921574,6.5,0.017252796152187035,0.016486572978514413,-0.038128351418613746,Medium Low
Fondo de Fondos,SURA SELECCION GLOBAL I,FONDOS SURA SAF,09/08/2016,$,0.0,,,,,,,,,,,,39091088.08,269.0,8,Fondo de Fondos,266,,,,,,,,,,
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,09/08/2016,$,129.69,0.0718,0.1079,-0.1232,0.0056,0.0769,0.1241,-0.0563,0.0879,-0.0071,,,,267.0,8,Fondo de Fondos,267,0.1241,-0.1232,0.033835294117647054,0.07825142027520335,0.29195946562680775,8.5,0.03434817242668326,0.030595174107068024,0.13539912847339677,Medium Low
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,09/08/2016,$,132.22,0.0739,0.1105,-0.1211,0.008,0.0795,0.1267,-0.0541,0.0908,-0.0064,,,,2.0,8,Fondo de Fondos,268,0.1267,-0.1211,0.036211764705882346,0.07852521518247535,0.3173927843981531,8.5,0.03734032757625331,0.032961537129684526,0.1650621026579139,Medium Low
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV,BD CAPITAL SAF,16/03/2021,$,94.51,0.0844,-0.0185,-0.1471,0.0437,,,,,,,,22266855.58,10.0,3,Flexible,269,0.0844,-0.1471,-0.010714285714285716,0.08756329460010337,-0.052555867132221865,3.5,-0.015015962037777676,-0.01530658955859332,-0.40321221031982096,Medium Low
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $,SCOTIA FONDOS,17/08/2011,$,11.7,0.0352,0.0057,0.0091,0.0059,0.0139,0.023,0.0176,0.0105,0.0067,0.0056,0.0017,162483824.11,3035.0,13,Flexible,270,0.0352,0.0017,0.012847619047619047,0.009341485418539089,0.14295441025166497,10.5,0.013614705738253807,0.01280669296058945,-0.7700388875129786,Low
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV,CONTINENTAL FM,20/12/2023,$,106.66,0.0576,0.0024,,,,,,,,,,28745292.27,107.0,1,Renta Fija,271,0.0576,0.0024,0.04,0.029355749011054033,0.060138239999999996,1.5,0.040092159999999995,0.039700692934167,0.671101695506002,Low
Inst Deuda Duración Flexibl $,BBVA DISTRIBUTIVO $ II,CONTINENTAL FM,04/02/2024,$,104.33,0.0385,,,,,,,,,,,28480238.92,82.0,0,Renta Fija,272,0.0385,0.0385,0.077,,0.038499999999999944,0.5,0.07699999999999989,0.07848224999999998,,
Inst Deuda Duración Flexibl $,BBVA SUPER $ 17,CONTINENTAL FM,30/07/2024,$,101.88,0.0121,,,,,,,,,,,88111617.17,328.0,0,Renta Fija,273,0.0121,0.0121,0.0242,,0.012099999999999937,0.5,0.024199999999999874,0.02434640999999993,,
Inst Deuda Duración Flexibl $,BBVA SUPER $ 18,CONTINENTAL FM,24/09/2024,$,101.01,0.0039,,,,,,,,,,,26641820.02,86.0,0,Renta Fija,274,0.0039,0.0039,0.0078,,0.003900000000000006,0.5,0.007800000000000012,0.007815209999999961,,
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13,CONTINENTAL FM,21/12/2023,$,104.8,0.0447,0.0,,,,,,,,,,48116699.11,137.0,1,Renta Fija,275,0.0447,0.0,0.029799999999999997,0.023558968568254422,0.04469999999999999,1.5,0.029799999999999993,0.02958228891249437,0.4067363511578537,Low
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14,CONTINENTAL FM,03/07/2024,$,103.91,0.0312,,,,,,,,,,,122777869.79,320.0,0,Renta Fija,276,0.0312,0.0312,0.0624,,0.031199999999999905,0.5,0.06239999999999981,0.06337343999999989,,
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 15,CONTINENTAL FM,26/04/2024,$,103.22,0.0253,,,,,,,,,,,107480767.67,364.0,0,Renta Fija,277,0.0253,0.0253,0.0506,,0.025300000000000152,0.5,0.050600000000000304,0.05124009000000029,,
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 16,CONTINENTAL FM,06/11/2024,$,102.5,0.019,,,,,,,,,,,105683248.72,328.0,0,Renta Fija,278,0.019,0.019,0.038,,0.018999999999999916,0.5,0.03799999999999983,0.03836099999999987,,
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 2Y II,CREDIFONDO SAF,10/01/2024,$,100.08,-0.0015,,,,,,,,,,,23182020.78,109.0,0,Renta Fija,279,-0.0015,-0.0015,-0.003,,-0.0014999999999999148,0.5,-0.0029999999999998296,-0.00299774999999991,,
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI,CREDIFONDO SAF,19/12/2023,$,105.2,0.0463,0.004,,,,,,,,,,36258902.86,122.0,1,Renta Fija,280,0.0463,0.004,0.03353333333333333,0.02275088520866337,0.050485200000000105,1.5,0.03365680000000007,0.03337977819123639,0.5880992351955372,Low
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII,CREDIFONDO SAF,17/06/2024,$,103.35,0.0288,,,,,,,,,,,24724854.9,94.0,0,Renta Fija,281,0.0288,0.0288,0.0576,,0.028799999999999954,0.5,0.05759999999999991,0.05842943999999983,,
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI,CREDIFONDO SAF,08/11/2022,$,110.19,0.0496,0.0599,-0.0105,,,,,,,,,24830849.71,106.0,2,Renta Fija,282,0.0599,-0.0105,0.0396,0.03173904010310751,0.10079009408000018,2.5,0.040316037632000076,0.039158525683738565,0.6036264997775653,Low
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY,CREDIFONDO SAF,24/01/2019,$,124.61,0.0949,0.0655,-0.0884,0.0034,0.0484,0.1111,,,,,,113298554.01,108.0,5,Renta Fija,283,0.1111,-0.0884,0.04270909090909091,0.06669310030354844,0.2430439463675812,5.5,0.04418980843046931,0.04034973414230447,0.30512502867139546,Medium Low
Inst Deuda Duración Flexibl $,IF Enfoque LATAM,INTERFONDO,09/07/2017,$,47.42,0.0479,0.0519,-0.1299,-0.0481,0.0285,0.0622,-0.0359,-0.0129,,,,9709077.42,140.0,7,Renta Fija,284,0.0622,-0.1299,-0.00484,0.06138807986897782,-0.050819912304004046,7.5,-0.0067759883072005395,-0.006930106307642125,-0.43868624601257694,Medium Low
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD,INTERFONDO,07/07/2015,$,0.0,,0.0428,0.0145,0.0041,0.0099,0.0213,0.0171,0.0094,0.0062,0.0018,,2832191711.96,22028.0,9,Renta Fija,285,0.0428,0.0018,0.014122222222222224,0.011728955412215036,0.1338459159728879,9,0.014871768441431989,0.014055114987502115,-0.5068554533259311,Low
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE A,INTERFONDO,07/07/2015,$,118.12,,,,,,,,,,,,,21413.0,9,Renta Fija,286,,,,,,,,,,
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE B,INTERFONDO,07/07/2015,$,118.15,,,,,,,,,,,,,175.0,9,Renta Fija,287,,,,,,,,,,
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE C,INTERFONDO,07/07/2015,$,118.13,,,,,,,,,,,,,440.0,9,Renta Fija,288,,,,,,,,,,
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II,FONDOS SURA SAF,14/12/2023,$,104.88,0.0433,0.0027,,,,,,,,,,21868163.05,128.0,1,Renta Fija,289,0.0433,0.0027,0.030666666666666665,0.021699487961188802,0.04611690999999979,1.5,0.030744606666666525,0.030513015995854653,0.4844822151867356,Low
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/.,INTERFONDO,05/07/2015,S/.,0.0,,,,,,0.0273,0.0267,0.0358,0.0383,0.0189,,1815119443.14,37890.0,9,Renta Fija,290,0.0383,0.0189,0.0294,0.006958735517319221,0.15576934973967893,5,0.031153869947935786,0.02937646503781699,1.3474380531463528,Low
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,05/07/2015,S/.,135.98,0.043,0.0639,0.0395,0.0052,,,,,,,,,36746.0,9,Renta Fija,291,0.0639,0.0052,0.043314285714285715,0.021743493044952975,0.15947687382758033,3.5,0.04556482109359438,0.043183231408967515,1.0662146767788412,Low
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,05/07/2015,S/.,136.75,0.0446,0.0654,0.0407,0.0064,,,,,,,,,172.0,9,Renta Fija,292,0.0654,0.0064,0.044885714285714286,0.021906551298548075,0.16562511574248304,3.5,0.04732146164070944,0.04476069976816577,1.1302874391646878,Low
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE C,INTERFONDO,05/07/2015,S/.,136.02,,,,,,,,,,,,,972.0,9,Renta Fija,293,,,,,,,,,,
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/,FONDOS SURA SAF,26/04/2023,S/.,111.46,0.0305,0.0473,,,,,,,,,,56018873.88,252.0,1,Renta Fija,294,0.0473,0.0305,0.05186666666666667,0.015449739300209715,0.07924264999999991,1.5,0.05282843333333328,0.052154216037745726,2.08121414950408,Low
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV,FONDOS SURA SAF,17/05/2024,S/.,102.41,0.0239,,,,,,,,,,,117249296.84,10.0,0,Renta Fija,295,0.0239,0.0239,0.0478,,0.023900000000000005,0.5,0.04780000000000001,0.04837121,,
Fondo Bursátil - ETF,VAN ECK EL DORADO PERU ETF,EL DORADO SAF,03/11/2021,$,12.42,0.1377,0.2915,0.0086,-0.1739,,,,,,,,389598933.9,1.0,3,Fondo Bursátil - ETF,296,0.2915,-0.1739,0.0754,0.17116748376955243,0.22426026631439286,3.5,0.06407436180411225,0.05951421308269644,0.23085116525925875,Medium High
