Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Standard Dev,Return Lowest,Return Highest,Avg Return Arithmetic,Patrimonio S/.,Partícipes N,Años,Categoria,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,09/08/2016,$,126.25,0.0433,0.1079,-0.1232,0.0056,0.0769,0.1241,-0.0563,0.0879,-0.0071,,,0.0817990135,-0.1232,0.1241,0.0288,,277,8,Fondo de Fondos,0.2576052533014072,8.5,0.03030650038840085,0.02733266979395199,0.08964252110390049,Medium Low
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,09/08/2016,$,128.61,0.0446,0.1105,-0.1211,0.008,0.0795,0.1267,-0.0541,0.0908,-0.0064,,,0.0820793383,-0.1211,0.1267,0.0309,,3,8,Fondo de Fondos,0.28144939247817347,8.5,0.03311169323272629,0.029605277397420027,0.11702430351366547,Medium Low
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV,BD CAPITAL SAF,16/03/2021,$,92.02,0.0559,-0.0185,-0.1471,0.0437,,,,,,,,0.0929626448,-0.1471,0.0559,-0.0165,22072655.77,10,3,Flexible,-0.07745641839257943,3.5,-0.022130405255022693,-0.022771206420676093,-0.4600902492898535,Medium Low
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $,SCOTIA FONDOS,17/08/2011,$,11.55,0.0218,0.0057,0.0091,0.0059,0.0139,0.023,0.0176,0.0105,0.0067,0.0056,0.0017,0.0071041345,0.0017,0.023,0.011,193362217.7,3341,13,Flexible,0.1281595985270009,10.5,0.012205676050190562,0.01155073676894669,-1.1893444910218562,Low
Flexible Dólares,SF INSTITUCIONAL DE RENTA $ II,SCOTIA FONDOS,25/09/2019,$,1033.02,0.0323,0.021,-0.0974,-0.0002,0.0623,0.0213,,,,,,0.0548610153,-0.0974,0.0623,0.0066,32874524.13,16,5,Flexible,0.03190720407634018,5.5,0.005801309832061851,0.005727017836984816,-0.26016620518168176,Medium Low
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV,CONTINENTAL FM,20/12/2023,$,103.26,0.0239,0.0024,,,,,,,,,,0.0152027958,0.0024,0.0239,0.0132,28618052.81,107,1,Renta Fija,0.026357359999999944,1.5,0.017571573333333295,0.017495273856725335,-0.16475431073504684,Low
Inst Deuda Duración Flexibl $,BBVA Super $ 10,CONTINENTAL FM,07/05/2023,$,106.11,0.0281,0.0265,,,,,,,,,,0.0011313709,0.0265,0.0281,0.0273,59042325.39,186,1,Renta Fija,0.055344649999999974,1.5,0.03689643333333332,0.0365642074302901,14.640828600320281,Low
Inst Deuda Duración Flexibl $,BBVA SUPER $ 11,CONTINENTAL FM,09/01/2023,$,105.03,0.0276,0.0178,,,,,,,,,,0.0069296465,0.0178,0.0276,0.0227,66064287.23,187,1,Renta Fija,0.04589128000000002,1.5,0.03059418666666668,0.030364834335574242,1.4957233872715212,Low
Inst Deuda Duración Flexibl $,BBVA Super $ 12,CONTINENTAL FM,11/02/2023,$,104.08,0.0259,0.0088,,,,,,,,,,0.012091526,0.0088,0.0259,0.0174,71412176.96,207,1,Renta Fija,0.034927919999999946,1.5,0.023285279999999964,0.023151791264413024,0.2606611658787339,Low
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13,CONTINENTAL FM,21/12/2023,$,102.87,0.0254,0.0,,,,,,,,,,0.0179605122,0.0,0.0254,0.0127,48081050.11,137,1,Renta Fija,0.02540000000000006,1.5,0.016933333333333373,0.016862446335792036,-0.1746917698821509,Low
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14,CONTINENTAL FM,03/07/2024,$,102.27,0.015,,,,,,,,,,,,0.015,0.015,0.015,123044865.7,320,0,Renta Fija,0.014999999999999857,0.5,0.029999999999999714,0.030224999999999724,,
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI,CREDIFONDO SAF,19/12/2023,$,102.91,0.0236,0.004,,,,,,,,,,0.0138592929,0.004,0.0236,0.0138,36578122.26,122,1,Renta Fija,0.02769440000000017,1.5,0.01846293333333345,0.018378745658051088,-0.11697958572972454,Low
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII,CREDIFONDO SAF,17/06/2024,$,100.53,0.0008,,,,,,,,,,,,0.0008,0.0008,0.0008,25952105.06,93,0,Renta Fija,0.0007999999999998409,0.5,0.0015999999999996818,0.001600639999999931,,
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI,CREDIFONDO SAF,08/11/2022,$,107.43,0.0233,0.0599,-0.0105,,,,,,,,,0.0352092791,-0.0105,0.0599,0.0242,25067948.09,107,2,Renta Fija,0.07320741546500031,2.5,0.029282966186000126,0.02866382180651761,0.24606643555271226,Low
Inst Deuda Duración Flexibl $,CC RENTA OPTIM INST V,CREDIFONDO SAF,04/02/2024,$,101.21,0.0119,,,,,,,,,,,,0.0119,0.0119,0.0119,53602494.02,25,0,Renta Fija,0.011899999999999977,0.5,0.023799999999999953,0.023941610000000058,,
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES II,CREDIFONDO SAF,13/06/2023,$,0.0,-1.0,0.0265,,,,,,,,,,0.7258451109,-1.0,0.0265,-0.4868,,1,1,Renta Fija,-1.0,1.5,-0.6666666666666666,-1.0,-1.405258483776611,High
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES IV,CREDIFONDO SAF,26/06/2023,$,105.18,0.0266,0.0236,,,,,,,,,,0.0021213203,0.0236,0.0266,0.0251,26444668.86,116,1,Renta Fija,0.0508277600000001,1.5,0.0338851733333334,0.033604420632767695,6.4131855207191935,Low
Inst Deuda Duración Flexibl $,CC RENTA OPTIMIZAD DOLARES VI,CREDIFONDO SAF,25/07/2023,$,104.64,0.0237,0.0207,,,,,,,,,,0.0021213203,0.0207,0.0237,0.0222,86188975.16,257,1,Renta Fija,0.04489058999999997,1.5,0.02992705999999998,0.029707506437425923,4.576162514178516,Low
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY,CREDIFONDO SAF,24/01/2019,$,119.38,0.0489,0.0655,-0.0884,0.0034,0.0484,0.1111,,,,,,0.0681852599,-0.0884,0.1111,0.0315,109069813.8,101,5,Renta Fija,0.19081997930857242,5.5,0.03469454169246771,0.03226262285470738,0.1798427236721199,Medium Low
Inst Deuda Duración Flexibl $,FdF IF XXVII Rend Global 321,INTERFONDO,17/05/2024,$,50.42,0.0056,,,,,,,,,,,,0.0056,0.0056,0.0056,29052794.99,175,0,Renta Fija,0.0056000000000000225,0.5,0.011200000000000045,0.011231360000000024,,
Inst Deuda Duración Flexibl $,IF Enfoque LATAM,INTERFONDO,09/07/2017,$,46.12,0.0193,0.0519,-0.1299,-0.0481,0.0285,0.0622,-0.0359,-0.0129,,,,0.0630912364,-0.1299,0.0622,-0.0081,9154329.2,112,7,Renta Fija,-0.07672558126870044,7.5,-0.010230077502493391,-0.010587391734106166,-0.48481205123610743,Medium Low
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD,INTERFONDO,07/07/2015,$,0.0,-1.0,0.0428,0.0145,0.0041,0.0099,0.0213,0.0171,0.0094,0.0062,0.0018,,0.3209080188,-1.0,0.0428,-0.0873,2486392758.0,20331,9,Renta Fija,-1.0,9.5,-0.10526315789473684,-1.0,-3.1784808737848844,High
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE A,INTERFONDO,07/07/2015,$,116.31,,,,,,,,,,,,,0.0,0.0,,,20115,9,Renta Fija,,,,,,
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE B,INTERFONDO,07/07/2015,$,116.32,,,,,,,,,,,,,0.0,0.0,,,159,9,Renta Fija,,,,,,
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE C,INTERFONDO,07/07/2015,$,116.31,,,,,,,,,,,,,0.0,0.0,,,57,9,Renta Fija,,,,,,
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II,FONDOS SURA SAF,14/12/2023,$,103.01,0.0247,0.0027,,,,,,,,,,0.0155563492,0.0027,0.0247,0.0137,21865136.51,128,1,Renta Fija,0.02746668999999997,1.5,0.018311126666666646,0.018228309504621842,-0.11388857839332625,Low
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/.,INTERFONDO,05/07/2015,S/.,0.0,,,,,-1.0,0.0273,0.0267,0.0358,0.0383,0.0189,,0.4203083995,-1.0,0.0383,-0.1422,1586762920.0,36555,9,Renta Fija,-1.0,6,-0.16666666666666666,-1.0,-2.426789474617673,High
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,05/07/2015,S/.,133.9,0.027,0.0639,0.0395,0.0052,,,,,,,,0.0245129898,0.0052,0.0639,0.0339,,36164,9,Renta Fija,0.14169007614662021,3.5,0.04048287889903435,0.038585727951096827,0.7581991467681689,Low
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,05/07/2015,S/.,134.57,0.028,0.0654,0.0407,0.0064,,,,,,,,0.0246545973,0.0064,0.0654,0.0351,,169,9,Renta Fija,0.1471018753429759,3.5,0.04202910724085025,0.03998994387944266,0.8107998535203272,Low
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE C,INTERFONDO,05/07/2015,S/.,133.91,,,,,,,,,,,,,0.0,0.0,,,222,9,Renta Fija,,,,,,
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/,FONDOS SURA SAF,26/04/2023,S/.,109.39,0.0113,0.0473,,,,,,,,,,0.0254558441,0.0113,0.0473,0.0293,37470755.08,197,1,Renta Fija,0.05913449,1.5,0.03942299333333333,0.0390443229864732,0.7481316632699365,Low
Inst Deuda Duración Flexibl S/,SURA PLAZO DEFINIDO S/ III,FONDOS SURA SAF,26/09/2023,S/.,105.73,0.0368,0.0198,,,,,,,,,,0.0120208153,0.0198,0.0368,0.0283,103315031.4,23,1,Renta Fija,0.057328639999999924,1.5,0.03821909333333328,0.037862923256231085,1.4859993112306689,Low
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV,FONDOS SURA SAF,17/05/2024,S/.,100.63,0.0062,,,,,,,,,,,,0.0062,0.0062,0.0062,115219923.6,10,0,Renta Fija,0.006200000000000046,0.5,0.012400000000000092,0.01243843999999994,,
Fondo Bursátil - ETF,VANECK EL DOORADO PERU ETF,EL DORADO SAF,03/11/2021,$,12.49,0.1439,0.2915,0.0086,-0.1739,,,,,,,,0.1981212823,-0.1739,0.2915,0.0675,397579340.4,1,3,Fondo Bursátil - ETF,0.23093198438695084,3.5,0.06598056696770024,0.061160703541061734,0.207755083468192,Medium High
Instrumento de Deuda,BBVA DISTRIBUTIVO $ II,CONTINENTAL FM,04/02/2024,$,101.41,0.0095,,,,,,,,,,,,0.0095,0.0095,0.0095,28745976.09,82,0,Renta Fija,0.00950000000000003,0.5,0.01900000000000006,0.019090250000000086,,
Instrumento de Deuda,BBVA SUPER DOLARES 15,CONTINENTAL FM,26/04/2024,$,101.55,0.0088,,,,,,,,,,,,0.0088,0.0088,0.0088,107653253.8,364,0,Renta Fija,0.008799999999999954,0.5,0.017599999999999907,0.017677439999999933,,
Instrumento de Deuda,BBVA SUPER DOLARES 16,CONTINENTAL FM,06/11/2024,$,100.86,0.0027,,,,,,,,,,,,0.0027,0.0027,0.0027,105865877.5,328,0,Renta Fija,0.0026999999999999602,0.5,0.0053999999999999205,0.0054072899999999535,,
